id,fileName,sampleSize,eliteSize,smoothParameter,iterationNumber,consumesTimes,optimalValue
425,appendicitis.dat,106,106,0.4,1000,5.723,0.327309
426,appendicitis.dat,106,106,0.5,1,0,0.218116
427,appendicitis.dat,106,106,0.5,10,0.054,0.256595
428,appendicitis.dat,106,106,0.5,100,0.571,0.316754
429,appendicitis.dat,106,106,0.5,500,2.834,0.325984
430,appendicitis.dat,106,106,0.5,1000,5.834,0.325984
431,appendicitis.dat,106,106,0.6000000000000001,1,0.005,0.218116
432,appendicitis.dat,106,106,0.6000000000000001,10,0.062,0.254058
433,appendicitis.dat,106,106,0.6000000000000001,100,0.585,0.303233
434,appendicitis.dat,106,106,0.6000000000000001,500,2.941,0.313471
435,appendicitis.dat,106,106,0.6000000000000001,1000,5.693,0.313471
436,appendicitis.dat,106,106,0.7000000000000001,1,0,0.218116
437,appendicitis.dat,106,106,0.7000000000000001,10,0.063,0.292096
438,appendicitis.dat,106,106,0.7000000000000001,100,0.569,0.303358
439,appendicitis.dat,106,106,0.7000000000000001,500,2.842,0.303358
440,appendicitis.dat,106,106,0.7000000000000001,1000,5.723,0.303358
